"address","week","count"
"0xba2489f0e318bb32170c55421520adde3a1553e2",34,1
"0x7fc981572890589357c97be6935bda76284d514d",34,1
"0x39cb15c38e4d892046a223e167e16d4051fd7b84",34,1
"0x527c494714b922d45310d5c8c398681a8533dd51",34,1
"0x1b7a63ee001511e98cfd63fb6107df29b4695bf9",34,1
"0x4f012842d55a4181d245ffe0d2b9f4e5d300bc1d",34,1
"0xfd0df7b58bd53d1dd4835ecd69a703b4b26f7816",34,1
"0x2c62752b252568b8743c928a299a063b07e26ca9",34,1
"0x44783fdf44fcef4ad1299a7703b338027743ca7a",34,1
"0xc09aadb3e5d78e81a4b4053bc06d04c3425f25d8",34,1
"0x536f527c035521af7c3b0dc5c9b998e64f76ee30",34,1
"0x4ce5e1061333de0a3f452ec66286ca9715f2067f",34,1
"0xd83c4c4a813862250902780e04e7931d6ed26951",34,1
"0x17abef9a1bfb3276295a019e25bc8241827c594b",34,1
"0x175797be3334385721eebcafe636795db314320e",34,1
"0x13bf8a51b82f75dbe47c89803c6f8b0d2c3b13df",34,1
"0x5a0b7c7206d485e6573f808520d46fb2262f9454",34,1
"0xe97d2e2c9fc34bd3891e59c8f9e81013cfe5e71e",34,1
"0x740ac75d1d0c6eead15d2b2fcb927f74496458f3",34,1
"0xa2bd1d06566e43c835dc859f2b605370d759e589",34,1
"0x65d4ef13b8f64451fbb6cff89dae43d021ab20a2",34,1
"0x9c1d62979bb764b6a824a10c886a787cff22c823",34,1
"0x98ac066d97be845316e8778c6278297ea003d2e4",34,1
"0x967fe876ce47a2e7289776d196af4e69c60e790a",34,1
"0x005d66abd52d853cf95cfa10ff86028c290521b1",34,1
"0xd142c42952be709d1cf8d432d04fe83a73a27eac",34,1
"0x89057f4808c8aa51ae4dd5165a0f68afc3089001",34,1
"0xc5649ba10124e5e479e6410803f2aa6e95d90bb1",34,1
"0xd12c50a2b8812e7c27f98c9d50d9268890fa3aa6",34,1
"0x9ba86276dbd9184b2740ce379c0c76ebd1d9336c",34,1
"0x9f3090f8388e0f7fe6de710e2d945fdf1edfe451",34,1
"0xcc9c50f13ffc520303fc74c18d42018e48bfc846",34,1
"0x7c6694032b4db11ac485e1cff0f7509d58b41569",34,1
"0x754068f9f2de7fd8a21e857ad039fc9c8128ff13",34,2
"0xf0317d1b3f23d20fcc51ed03478924b945bcbbdf",34,1
"0xe657ce4ac591af5f5e7bbe671c61dfe1c73252cc",34,2
"0x945b0ad8ebe067473d653f421a3f2178a87f61bf",34,1
"0xadfe6b9ff0129a0b6cbadb6ee30cb3d6c5f89da1",34,1
"0x64ddb2d2086b8c98b965f2cce708b6456fe9652d",34,1
"0xce838dbd54b2be3498b43f8897cf2d7019499515",34,1
"0xb73e4de5d1907c9f64382e02de5312b89c7ad78f",34,1
"0x7524712b833cb4d1dfc9758438e18bfdf7a2d77e",34,1
"0xd4e26b4e8e9881e8905315aba189b694f2307757",34,1
"0xd9f5991c099e65f2e1982a2d659ebd1df93e6f8b",34,1
"0x921dde11814df314fabdd54a5022d5dbd44c584c",34,1
"0xe56795b041df1298f276f63953a02fee8b66958a",34,1
"0x1f574f751db3527302921a4479e222bd6aa7e66f",34,1
"0xd66a0a8b29b7e1b69bc299818e0d1d09e7eb9578",34,1
"0xdbd489b0d5a3f049b812912105e41b9da040c983",34,1
"0x4f2c1ae5f5a7a66be535bc24b3f593b36052d8ca",34,1
"0xe0ab50e181f598b7e91a03b4b929dbdbb42bd207",34,1
"0x0a888abeae6b4358e4bf76765f488e443913ed24",34,1
"0x7c7e42a021f7a0ac4ed9ae76399497680016d22e",34,1
"0x1b64efb57c497944e0aa7e459acc79c7ebe74507",34,1
"0x0c74057646571fcc72076fc1f6990b9a3232fdf2",34,2
"0x9ceecc08039682e8716c886db7216305ae63e215",34,1
"0x695178e2d709c835478d6b792bb8447f188f91ba",34,1
"0x57f014c881392823fc68cfc8cf0d30b8da83b015",34,1
"0x567287d4f42086beab4b36de9af21c70adec6760",34,1
"0xe907722d555b0ce7134a5b72e0d31d8af3e4f216",34,1
"0xdc58ca19608467d0e40d3c76b211b596881b359d",34,1
"0x858be1309fb6e15c7d7bcf334638380f29db5c14",34,1
"0x494af44929a85bee8ecaf66fa18ec966b4cb6549",34,1
"0x5edbac8227825313039c8fd7c255f7374874f64a",34,2
"0xd91d41ef5fab89decb21bd4904084b4d89a31153",34,2
"0x6d03e78e161f1fe6a115069ca8f5ace47c0e0554",34,1
"0x258106209bccc48e2c693836316e234ad616dac0",34,1
"0x659c0b6d39a25686a02f96a2998d489d63c81229",34,1
"0x1d1e7abffe36d3ccc84866fbcec8ac050ae19d1a",34,2
"0x2734b07e998510139d9823f6dc4c1ace81f34b51",34,1
"0x886408f6ae0dfe21b4263f45c49691a255cec9ec",34,1
"0x9c3248334c76934d3d47afaa335d6869b9a969dd",34,1
"0x7d2e6d4ef6b5ac5f562b677c3ff46b3d5affd3a1",34,1
"0x14074bccf50852bd0246886db26ed1eff33e22ea",34,1
"0xe0c8f0b81f7c988cff8dc66919d89e00f1636ca0",34,1
"0x738f70c2be8f99a252b069cc860a34d9b0493c7b",34,1
"0x6736e51c6523d29fa2493e5f35cddfcaae3a636e",34,1
"0x237dfe73338cd0b618b1f0d6410a1da17abe171f",34,1
"0xc386015f96234e16dd8494c3e389b75ed9e4c891",34,1
"0xca0336f88d9e62572b1ed695387c36854a874f27",34,1
"0x0177f4d3ffe722ebfce8c849c91d4133a6f2a2ba",34,1
"0x943ed852dadb5c3938ecdc6883718df8142de4c8",34,2
"0x291044076e73acf91a9159f9e11a762b60bb9bb9",34,1
"0x87a7d1eb7cef4908d8cdeabd7ba14d906d071bae",34,1
"0x9e5f07b5ac024271d46f0e7b50722c1f128426ef",34,1
"0x3c5d332f988722a769cfec9334452cb3ada5499c",34,1
"0xad22d20ccbd3a6fa08f29264136d001a785a733b",34,1
"0xc711e14d9ca8736fa9a0bb0ffae406c6c2300d33",34,1
"0xd54bbfee56976ddaf671544acafb2c31f008d7a9",34,1
"0x37064f42c6747a50854ff1e96f7185abdc6e73ac",34,1
"0x0666b4e238d13762a83c3a93fdfc55e8f6d3baad",34,1
"0xf29a748475e845e7bca53bea4efda608c54d7f41",34,1
"0x70746066406a4c21b87a6ac37d3d960ac8c2c6d2",34,1
"0x27d70f05d3084a0f2390d54f92c4de7260362ec1",34,1
"0x308e9c99ac194101c971ffcaca897ac943843de8",34,1
"0x64fa71d02edefff1bbbc2315403ba17de5296711",34,1
"0xca0c2d03dec87dec7d67574ca89165e26fb3b4a8",34,1
"0xc25e9a269ceb2a7c6d42829d7913147bd60e9261",34,1
"0x6d55d653bb9b2970ddd0be6d2dddd8006397dbe9",34,1
"0x382fc080e13811aa0017da4a68a36fe379a7d40a",34,1
"0x995cf780114d8a01274c7ce7c336196d2e764cf3",34,1
"0xae180dd84089e11909771affcc955f4e43fbdd07",34,1
"0x31307920f6db9103649e3dd059cf1158bd48a8ee",34,1
"0x5cb8b4c4c876166f1773494108e4e8967bcc8e88",34,1
"0x2810c7c0a1dec73d93769014934fada8fcd7861f",34,1
"0x800cd2ac65dcb7ef6c0b37b6c2c63b09fa8b9b40",34,1
"0x36c3da6caee64e846acfe372cc0c568de4d2aa18",34,1
"0x2117c1c8efb32c0abc449c35d0df3c2467f439b5",34,1
"0xf2bfbbd672eacc0a04776cdcb1c7ce4c0fb713e7",34,1
"0x4e3c1ec80e0925d4e85b544ed623b0d76c3c9070",34,1
"0xe16318029074b2f0d5e49b8ff40e35dde56d0e06",34,1
"0x36c90cc06f7cc4136ef6d5928e7b15fb88ae8ef5",34,1
"0xdf5719ca9465155070d7d08d9fdecf5598885d5c",34,1
"0xd436b16c51f2570e5def0549bae99c75c29b046e",34,1
"0x7454c93debb07c620eef7f3f269715465be324be",34,1
"0x61c80453f8c557c66e80b69da02098c734b7575a",34,1
"0x12b0e0f4009726c838c6fd78d4c4226896a3a9d0",34,1
"0x31c5859c79f92321a2d0fd2e21adaf262c206f38",34,1
"0xb5b31a918dc5cc6aaed1f1c44a80792d54955152",34,1
"0x185c8f189b13eebc09c0a775fd464b68b59ca55c",34,2
"0xb62919e9feeb4c9893a1e58c8e36f18b94c0e4e2",34,1
"0x6a37ddee79f17acbef243f4b1cb05267048d07c7",34,1
"0x66992d33a094babaf6181853a5da0444b444244f",34,1
"0xe550abb0059f46f75aee3beca4edb8984635596b",34,1
"0x3bf4856422161dbf4ef6235616ae34f5241e9115",34,1
"0xb1ae4ba7038c694d65363fd883224e4393ed68b9",34,1
"0x8490dc67614eb92bbfde8d6cf96dcd108ed7c754",34,1
"0x2f73f9141cc63441d5604510850285568d10fb7c",34,1
"0x930aa9a843266bdb02847168d571e7913907dd84",34,1
"0x0cddbac491402e9832c36f0aa42add1bac9213d6",34,1
"0x029784a1937b7046e8acb727f7be8449eb5a6a50",34,1
"0xb7582ef155e9548aa03c58acc940fa015f82a7f0",34,1
"0x9263cb13d92a45d03c3cb3152007f7780b72b80c",34,1
"0x8298a11de53b2cd9422949f352a4746696331ca5",34,1
"0x548f13d6b25cdec9a47a093bcc19b6946ac06f69",34,1
"0x4d2fc58cd54e5e279c4267dd2ae96a9e84bf7ee2",34,1
"0xbe89c216aa089f06353152d2b8893f82ceacd023",34,1
"0x9d6a83f7ab422864721ca7755d5907688ce30bf6",34,1
"0x79a3ab508aa7f7da8b45ab1ca10b93686aa0d13b",34,1
"0x60c11df777653910f304df8e5259e8b51179ab80",34,1
"0x4b50abcb8a15b9fc55f2f590abebc8fd9e15430b",34,1
"0xf6d67f69b63233b8af8345412ec3c71f41fb91d4",34,1
"0xf34ccf72c7fe9998e1c7bfa110f02373acda8293",34,1
"0xada0726c072862822d8cb1146b7016f382e2747c",34,1
"0x9322e8ba97e1ee6695d32e19f16682f5f50aaa89",34,1
"0x87e4d7b1f1c45ab20b15eadfc17d1f3417e8e8b8",34,1
"0xa8b7e1ae9fdee0c28ea5b8b93c06abb7208dc3d4",34,1
"0xaa983b88e54a663082ad4a944d771c2fe9895262",34,1
"0xc9d39c7718863ff2ac20843e035ffd8e806a3d1e",34,1
"0x061c73419f4297cede3a36f5b2ca024da3570db3",34,1
"0xc5b55c87bfaa0d1abb0f9046d2c650a056e0783e",34,1
"0xa38bc425dfb62c6f4aa13a618a4183257619d492",34,1
"0xc94bacb4758c347aedc5a78f788f119ff54b723c",34,1
"0xb61c2ecbb7325d4126d5b5dbccb3d2022b274735",34,1
"0xb1fe216ed2a1ebc87b87bb611b1417371ce23fd3",34,1
"0x93bc3290772c065f99c8f763fd00c5c03084f748",34,1
"0xc393c7ae3084ef2520c59ec2f7cc92efba0e48e1",34,1
"0x05b4d16db19b0b3b4921e968c4555b70541b1e2f",34,1
"0x7255131b28af2f4670033d964e2f3bae1da03c10",34,1
"0x7696abecef0cf07e352f2bdf60f9eb2cf6b83b77",34,1
"0x1c1bb5915cec7da52985a2765519fc23483c93b0",34,1
"0x9abfeb21b391060e59e48e4fc1f244c750daaca1",34,1
"0x294d750085731e467ff8987d822a02618396ef46",34,1
"0x426d2ed620c4f22fb5a7083d5bf7a19c51419c83",34,1
"0xd2416cf2f9bbe927c1edbeccf5fa251b0deb7be3",34,1
"0xa8f66141f2ee72397c4a8e2743f305c0f0619228",34,1
"0x5adb768c96f232e67f07f493696c96da20caccee",34,1
"0xc49b6c714feaf22b12eb02a01521dab6edd1fcbd",34,1
"0xf60bbca504864783cedab3096669da6c2a539aee",34,1
"0x4092426f6031661047d551d32162c89ea37bf4ad",34,1
"0x7ed1e469fcb3ee19c0366d829e291451be638e59",34,1
"0x4e09274b91a65124000e16400200a81f0b76233c",34,1
"0x2667374387ed1a58de0db3800771c491da394fff",34,1
"0x6f55acadbaf84500777b9cf48f2c6ef4eadb9aef",34,1
"0xca115c92d8cf8aaf58eba8e5c52400ebfb1952ec",34,1
"0xc8ab35c92da47e87addc294c05b4170cae965057",34,1
"0xf5871f894b1ca45587f61164bd85d77c7986763f",34,1
"0x326e81c7156667224acb611d030f616b4320b78f",34,1
"0xb46f7f9f5f9640887a379aa7b589525e62bf9c39",34,1
"0x06f86b5c2c26a6baed739bb134a096ddde7d9cb8",34,1
"0xf968b59c733e7c841ca0368dce949869d3e756b9",34,1
"0x1944e13dea66bc44a579835a7198acd6c0fbdc29",34,1
"0xfce2da9f29f501b6a16e805663a929d97119f2a0",34,1
"0xbb1f24c0c1554b9990222f036b0aad6ee4caec29",34,1
"0xc4048b780f17a0b0a73f34eb47dc013636e2b2f1",34,1
"0x264aef2f7b347d6b26440bbaf62e746923369159",34,1
"0x546884432631fda5cb5f6820b2b69fed69d48895",34,1
"0xbff9070fd0ba236c0a993ce1852738dc80ffbc60",34,1
"0x1a52f2e1af3d27c38541923e07493337021d2ffb",34,1
"0xdabc121d2bb4a4db362e586f6746946267f198f9",34,1
"0x3c7dd24a37ff2528651898e452a0a6951122f1e1",34,1
"0xaf301f17a34da9cb87256fb6775a147944aec5a4",34,1
"0xd234bf2410a0009df9c3c63b610c09738f18ccd7",34,1
"0x77920cabc93bd7d56c0361f069c7af2dca1db8e1",34,1
"0x87f5ee721795f15f2b8c4cdf1e0e4748a7c209eb",34,1
"0x0da816a69d52f1fcc543188437240d19171809ef",34,1
"0x3a38577944c8842ca4fb080e4c197d4e5e528f9f",34,1
"0xfbfcd9625a275025c6611ffbff1c8bbff390506c",34,1
"0xe7cf52f6abce4a1abb6a65dd12a28e6dfb05b5ff",34,1
"0xbae25a69a6eb7341ee834be7635e247e22a1e57a",34,1
"0x50c5e398267465dcbc19c512ed7ca8e345e35d67",34,9
"0x1bd4e709a076fb71ea1014293a739f2b19ca565d",34,1
"0x407ff492584593d6753d7e11ac7e4b6b8fce6206",34,1
"0xb914ad58ccd15a21864b44b6c508465cc8cef965",34,1
"0x3048860834f3b5cc0594869f1f947c914752d46c",34,1
"0x58aff91f5b48245bd83deeb2c7d31875f68b3f0d",34,2
"0x366d4601b64a439fe97124f41e9ee0e8c731cbb6",34,1
"0xe8161ab952e064ad0e3ef44b29ce8d2dce39d60d",34,1
"0xd5b76f1d2bbca2b520e58b382ed932398c98284d",34,1
"0x00b53914813af759c2b508801a98a5e763e5cbca",34,1
"0x33d4c7369d1cbb405f43577793e34350e0294f5a",34,1
"0x2f634a25a95fc7e319ed46e29eaacc46eb23e6bb",34,2
"0xe4bad5a72c04d5473e932f54036376772378b83d",34,1
"0xc18166e01970be040d8c7761cdd1c3372ae1edf0",34,1
"0x08364fd01de7d2986bc173a297b45e2f88ed769e",34,1
"0x5c27023ccad7988b0790fba41af8a280db6a2617",34,1
"0x0849496d8a320a93a43e1cff3d494c434a41682f",34,1
"0x58390611182241034a3bc22c42b4b515f1210c9c",34,1
"0x002e08000acbbae2155fab7ac01929564949070d",34,2
"0x32b56fc48684fa085df8c4cd2feaafc25c304db9",34,1
"0x6727b2a4d7389af3e82e1426f05951d603381028",34,2
"0x8685acc424327ffb30c27353c20366a408cf5489",34,2
"0xc7a1e3ecbfc15c11b4a8d928431048164b37bed1",34,1
"0x8eff05e2e38bcfe209d2d19d2f4dfd764e8a4572",34,1
"0xefe1570945f4b7492d819ed334e96923ba1c3934",34,1
"0x708b708c0472f63f1b959d49bf5e649e95a3c5e7",34,1
"0x3e0f67474ca6f542a77dcfe55bda736b9d11208d",34,1
"0x1c6e7723aa6842d1292cf24b0ff65ae1d88947d1",34,1
"0x71e9af759874afa5b127afe98437778e81be0bfc",34,1
"0x2d41d19835cc357e186a0693c9caded66878a0d9",34,1
"0x04f93b9c7540becb8eddd3ff614e7c52f8406ab1",34,3
"0x64253d8e2e0beaf0f36e9d75e2b40c111c2af494",34,1
"0x828153f377571082d254a2a4a26bd700f75eb3f4",34,1
"0xdd801b855b3b52b424a0e6eef5733f04fed646d2",34,1
"0xead6be34ce315940264519f250d8160f369fa5cd",34,1
"0x276e172c9cc409abb4f94c4a9ced22d80610dada",34,1
"0xe50e3723193a971451e89a68c39da411de55a3f1",34,1
"0x9371fbd99ff4b080257864eb8b3e1cca9806424c",34,1
"0x5b865c43e68f3f48e6e4180b0a465138f592b051",34,1
"0x0088a03b01c3478f91e2bcf0d1b35b619d96f447",34,1
"0xbd2ee7b8b554bf4adf6bc0652404d0f9ab84bf6d",34,1
"0x38614b5c827e06702e49248eef826dad1dc4442e",34,1
"0xc6fba94de4b88c203f6d1e74c71b3273920ee5f6",34,1
"0x243311f6a247f33f96d76ff720830d5f63adf49e",34,1
"0x0f6fcc185064fe5571a714af991b571ad9fe1569",34,1
"0x2097dbfb76043d0ffd1b7d816384c95f3936d231",34,1
"0xa07a9249b157bee4a8da29e120c30971da9b0808",34,1
"0xd35a2d8c651f3eba4f0a044db961b5b0ccf68a2d",34,3
"0xf997cd2fe3ddab1cc008754fcb8de082440e456b",34,1
"0xbc1b9d57d88146fe57d4e6c20f6a9ea6928b5d2b",34,1
"0x6602e38bb34566b9dddcb5eddcd6fca718938b39",34,1
"0x97b42744e9d23a9a121e7ed70981046b15771798",34,2
"0x935d46eb8553dcd2af0c4a8dae46974b323935c7",34,2
"0xa4deeee75296444814679d876f65fc7e00d8d1e2",34,1
"0xf902d068920234957d2908b8b0156e61c0bea2c2",34,2
"0x8687d8289a780d2ddd819a97677ef4fbaeba2edd",34,1
"0xf4d01b7c1eb0d881086f3097fb802c801c0880ac",34,1
"0x5668ecccc3f1bd2450e2d670d4325098e28d7ed5",34,1
"0x21791134f5fc1253994af756879e735fe6b0a33f",34,1
"0x6ac94437e6ca1709bd075ab7db74b9f76d23271a",34,1
"0x1e7c0671d5b9fddbb22a235b7108af62b0098335",34,1
"0xd7732e3783b0047aa251928960063f863ad022d8",34,1
"0x36697930c3be16374d3d1d6b0210bbdf6b035c3d",34,1
"0x5ddd2e4efe88f25c70e775b5a2f2abb3a8f1717c",34,1
"0xbbc13f2e8c321f99b4a39c14ef7686a8bcf6aa7e",34,20
"0x3938cf0431607a2242bd52022e135ceb521bd1e2",34,1
"0xfefdf8f518c83d2671a95178ae4829a0919d4f88",34,1
"0xe2d3b48196c9dbac3a5a8942f574cb0743ca90ab",34,1
"0x090e48d5e17d1fb55e359559fb9ce3e7a855fb84",34,1
"0x44e6c0938a927896d7b25f56ec6ca43efea2de5b",34,1
"0xb734b33d8215b19037736a314a6de97e8cf5bd0c",34,1
"0x5c14218b4a59ef50090a377c2898178f4086c6b3",34,1
"0x0949efd71d65ee2bb34b05def4e75f006d922b16",34,1
"0xd7365ab7c82b3885c372fe4e9b103bad613a815b",34,1
"0x3cd9024168e6240b4f18b466d9bea9f8efc66004",34,1
"0xb85050ab6c36f9c2dea6a18972dd501f4b602385",34,1
"0x8493e7694f72206ab0260d1b5fc662bc1d915427",34,1
"0x47980d68e946817113d6673a414e69577c893aad",34,1
"0x0cb6972cff888093a2ba6a51f592859988ff25bf",34,1
"0x4f8f9b08da138a7a30cd650d98d2bd244390516d",34,1
"0x153a6eb4bede88e592edd3259c467de2287cc815",34,1
"0x892dd1223dae1884a47bd02bb44b984bc6b4383e",34,1
"0xf11aab42d3fbe25372037c3e20730a9a4997df18",34,1
"0x4945ce2d1b5bd904cac839b7fdabafd19cab982b",34,1
"0xa3bfc9bb963c0b2e1be976cb2f6727a8d87d01b0",34,1
"0x32f129ef8eb2f23d20e55e7b20f124c69d944aae",34,1
"0xd7f3efabb49c194b1a27b8907031034225d07fbd",34,1
"0xc8bf0d80ab69f16ff2bbbb8f7ca002f15df88d20",34,1
"0x2b160864ded17b733ee96581426d11f52aff36b9",34,1
"0x80af33a3219468654e9610e998e56c265f7c1701",34,1
"0x088dfd01e4e279d9b9b89690dc1682c89fee1dcb",34,2
"0x33215533712a9ccb6174f17bca1e9a57e171f1b0",34,1
"0x3e880c5addd962b5c8f56798cb5c5622a380f279",34,1
"0xadf6e7a608a3e623809266e5f67eb5bf9e472f7e",34,1
"0x0cfda67b0067f1a99deb1cb80e0273a3f26d317c",34,4
"0xd4fa1728b209ff3a3f77a1886e69d7335f91d99d",34,1
"0x63c646a7c355b5318eb1ae9fb93d91a5c660fbf4",34,1
"0x0c61267cfff313f4694d6c7dd432a9063d00bd35",34,1
"0xd0587ec5e261a03e75f12780c890ed2ce9acbb2f",34,1
"0x762ef1b924d82d0fba87bfede9e6da5aa0cba2e5",34,1
"0xdd248c37f695f957a2dccbc482e974dd66821aa3",34,1
"0x596c028fa82bf963f0f25e0bc7af8d0a5690c5b0",34,1
"0x282f12eee963186302a4c771f87da8c398d82deb",34,1
"0x5a8982973492b1f7aa56c7465655406c316adcf2",34,1
"0x3736f59bdbd14427a1c84046cfc2d2a2d075c77f",34,1
"0x8a637dc2c334a605a8a09afa0b1d59b40c8a642c",34,1
"0x1e5693d837bd5dc3e126c446bb02faff060e2641",34,1
"0x3910b2b9b397f9751e8ef84ada06eab2d3c5e92f",34,1
"0xa69bddb79a0647c5889d28f3cdcbd105160b8ef4",34,1
"0x22040a9aec420d4014c928ca570034710af5a5f7",34,1
"0x55643e6b8e68c0db99e7561a2e534b6e82c2aef8",34,1
"0xffa9aa5a87e1f0265ad18cb8f9f3aff503c4264b",34,1
"0x5e9bd30be1cb44ef0224995c72ee61564d78b5db",34,1
"0xe21553555f1fcd6a2551889ff0555615f6f5412a",34,1
"0xe915675efc948f23ebc93222905ded2894953b97",34,1
"0x38ab3e06bd2cff9ff8d83f1455f9cba6ccfe971e",34,1
"0x83fa34ffd45dced0482d92048d04823556351520",34,1
"0x6bd1a24e12366e6d2f69d0d1f7064db51acf3b51",34,2
"0x4a0a9cda2eb5a9a1a82f8f0eac4f1a10fd47d76f",34,1
"0x1dd96aea671335f1e84c0ca76495c8997863acbc",34,1
"0x9797701a3dfe826468e77ec7cb6a3b0652ded3f1",34,2
"0xd87fdbf3154b3eabceea06237b08020a0c991c63",34,1
"0xc9d8a08dc079f69e40461e3de180cc81517bd68c",34,1
"0x1d8c062468cce3753e317a0ae7ec508799e0bc7b",34,1
"0x93a205d959d1a1d3e61be77db21fb0cd175591df",34,1
"0xc9ff838c57c156d0487020c915de18909f216d38",34,1
"0x701cb408d5d8b19e090f97989cfd846d67337acd",34,1
"0xcdf45df24d878dd7e564a72802ba23031acfac07",34,1
"0xa52ae531a28f24551e96d2fd0f0e072f8929a45b",34,1
"0xb6e4c1bd31a7c82ff6a0d7d484f1fe754522aa09",34,1
"0xbbe6462cbe2cf3dd53e105d54e2513089778cec9",34,1
"0x18e90fc6f70344f53ebd4f6070bf6aa23e2d748c",34,2
"0xce958ecf2c752c74973e89674faa30404b15a498",34,1
"0x0a455b33a2e4585b71596c07b88f2257d0929304",34,1
